구분,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,납입원금_24년4분기,적립금_24년4분기,수익률_24년4분기,적립률_24년4분기,공시이율_24년4분기,납입원금_24년,적립금_24년,수익률_24년,적립률_24년,공시이율_24년,장기수익율_3년,장기수익율_5년,장기수익율_7년,장기수익율_10년,장기수수료율_3년,장기수수료율_5년,장기수수료율_7년,장기수수료율_10년
연금저축생명보험,연금저축골드연금보험B1.3無,삼성생명보험,금리연동형,2016-01-02,중단,불가능,53468,57296,2.35,0,0,53468,57296,2.35,0,0,2.09,1.7,1.4,0,0.67,0.88,1.22,0
연금저축생명보험,無연금저축삼성에이스골드연금보험(B1.1),삼성생명보험,금리연동형,2015-04-01,중단,불가능,52624,57144,2.41,0,0,52624,57144,2.41,0,0,2.2,1.83,1.62,0,0.59,0.78,1.05,0
연금저축생명보험,무배당라이프플래닛e연금저축보험(유니버셜),교보라이프플래닛생명보험,금리연동형,2017-01-01,중단,불가능,54986,57121,1.69,0,0,54986,57121,1.69,0,0,1.42,1.07,0.36,0,0.76,1.17,2,0
연금저축생명보험,無연금저축삼성골드연금보험(B1.2),삼성생명보험,금리연동형,2015-09-01,중단,불가능,52402,56942,2.41,0,0,52402,56942,2.41,0,0,2.18,1.81,1.6,0,0.61,0.8,1.07,0
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2014-04-01,중단,불가능,53547,55733,3.23,0,0,53547,55733,3.23,0,0,2.61,2.04,1.48,-0.95,0.63,0.79,1,1.98
연금저축생명보험,연금저축 참알찬연금보험Ⅱ,신한라이프생명보험,금리연동형,2004-03-08,중단,불가능,70059,55643,2.29,0,0,70059,55643,2.29,0,0,2.35,2.4,2.42,2.54,0.09,0.09,0.1,0.13
연금저축생명보험,연금저축 하이드림Free연금보험,한화생명보험,금리연동형,2011-01-03,중단,불가능,46278,55457,3.49,0,0,46278,55457,3.49,0,0,4.45,6.14,5.27,3.24,0.24,0.29,0.36,0.64
연금저축생명보험,연금저축 하이드림Free연금보험Ⅱ,한화생명보험,금리연동형,2011-04-01,중단,불가능,47811,54536,3.64,0,0,47811,54536,3.64,0,0,4.59,4.42,3.75,2.5,0.25,0.32,0.42,0.78
연금저축생명보험,연금저축 나이스플랜연금보험Ⅵ(60세),에이비엘생명보험,금리연동형,2009-10-01,중단,불가능,48471,54442,2.59,0,0,48471,54442,2.59,0,0,2.5,2.09,1.85,1.6,0.29,0.43,0.6,0.89
연금저축생명보험,무배당 연금저축 IBK연금보험_1701,아이비케이연금보험 ,금리연동형,2017-01-01,중단,불가능,51502,54229,2.24,0,0,51502,54229,2.24,0,0,1.87,1.5,0.85,0,0.8,1.08,1.7,0
연금저축생명보험,"연금저축SAVE연금보험1204,1207",미래에셋생명보험,금리연동형,2012-04-01,중단,불가능,87540,53908,1.47,0,0,87540,53908,1.47,0,0,1.6,1.59,1.5,1.3,0.04,0.09,0.28,0.68
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2015-01-02,중단,불가능,52673,53906,1.79,0,0,52673,53906,1.79,0,0,1.53,1.3,0.88,-4.65,0.76,0.94,1.2,4.19
연금저축생명보험,VIP참연금저축보험Ⅲ,신한라이프생명보험,금리연동형,2017-01-01,중단,불가능,73859,53372,1.35,0,0,73859,53372,1.35,0,0,1.04,0.64,-0.32,0,0.87,1.25,2.25,0
연금저축생명보험,연금저축골드연금보험2.6(일반용),삼성생명보험,금리연동형,2020-04-01,중단,불가능,55226,53298,0.33,0,0,55226,53298,0.33,0,0,-0.62,0,0,0,3.05,0,0,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2016-01-01,중단,불가능,53100,53264,1.54,0,0,53100,53264,1.54,0,0,1.55,1.08,0.35,0,0.87,1.11,1.52,0
연금저축생명보험,연금저축 나이스플랜연금보험Ⅵ(60세),에이비엘생명보험,금리연동형,2006-04-01,중단,불가능,43224,52389,2.95,0,0,43224,52389,2.95,0,0,2.8,2.47,2.33,2.18,0.26,0.28,0.33,0.51
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2020-04-01,중단,불가능,56168,51981,-0.64,0,0,56168,51981,-0.64,0,0,-2.05,0,0,0,2.93,0,0,0
연금저축생명보험,연금저축골드연금보험(공시이율형),삼성생명보험,금리연동형,2002-01-02,중단,불가능,29480,51977,4.59,0,0,29480,51977,4.59,0,0,4.66,4.16,3.99,3.81,0.18,0.19,0.2,0.22
연금저축생명보험,(연금저축)자유적립연금보험,케이디비생명보험,금리연동형,2008-07-01,중단,불가능,36624,51868,3.89,0,0,36624,51868,3.89,0,0,3.7,3.58,3.4,3.07,0.23,0.24,0.3,0.49
연금저축생명보험,연금저축 하이드림Free연금보험Ⅱ,한화생명보험,금리연동형,2012-04-01,중단,불가능,47799,51791,2.73,0,0,47799,51791,2.73,0,0,4.17,3.47,2.79,1.51,0.27,0.37,0.59,1.05
연금저축생명보험,연금저축골드연금보험2.4(일반용),삼성생명보험,금리연동형,2019-01-01,중단,불가능,52855,51629,0.94,0,0,52855,51629,0.94,0,0,0.53,-0.89,0,0,2.01,3.17,0,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2015-07-01,중단,불가능,50831,51425,1.79,0,0,50831,51425,1.79,0,0,1.49,1.17,0.56,0,0.8,1,1.31,0
연금저축생명보험,연금저축삼성골드연금보험(방카용),삼성생명보험,금리연동형,2003-10-27,중단,불가능,31248,51251,4.27,0,0,31248,51251,4.27,0,0,4.31,3.88,3.72,3.57,0.23,0.23,0.24,0.26
연금저축생명보험,연금저축골드연금보험2.3(일반용),삼성생명보험,금리연동형,2018-07-02,중단,불가능,51463,50732,1.11,0,0,51463,50732,1.11,0,0,0.81,-0.2,0,0,1.8,2.6,0,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2016-07-14,중단,불가능,52589,50704,1.42,0,0,52589,50704,1.42,0,0,1.13,0.55,-0.7,0,1.08,1.38,2,0
연금저축생명보험,"연금저축 SAVE PLUS연금보험1304,1404B",미래에셋생명보험,금리연동형,2013-04-01,중단,불가능,77724,50062,1.46,0,0,77724,50062,1.46,0,0,1.47,1.29,1.23,0.83,0.26,0.37,0.54,1.14
연금저축생명보험,"연금저축 NEW SAVE연금보험1304,1404,1501,1504",미래에셋생명보험,금리연동형,2013-04-01,중단,불가능,69972,49711,1.41,0,0,69972,49711,1.41,0,0,1.34,1.13,1.02,0.3,0.4,0.54,0.74,1.56
연금저축생명보험,무배당라이프플래닛b연금저축보험,교보라이프플래닛생명보험,금리연동형,2017-01-01,중단,불가능,48766,49268,1.31,0,0,48766,49268,1.31,0,0,0.91,0.17,-2.31,0,1.21,1.99,4.4,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2019-03-30,중단,불가능,52931,49215,0.47,0,0,52931,49215,0.47,0,0,-0.67,-3.32,0,0,2.11,3.82,0,0
연금저축생명보험,무배당 IBK e-세액공제연금저축보험_2101,아이비케이연금보험 ,금리연동형,2021-01-01,중단,불가능,49795,49165,0.11,127.73,2.73,49795,49165,0.11,127.73,2.73,-1.45,0,0,0,4.26,0,0,0
연금저축생명보험,연금저축 무배당 IBK연금보험_1404,아이비케이연금보험 ,금리연동형,2014-04-01,중단,불가능,43323,48930,3.27,0,0,43323,48930,3.27,0,0,2.74,2.36,2.09,1.21,0.53,0.65,0.82,1.63
연금저축생명보험,연금저축골드연금보험1.0無(일반용),삼성생명보험,금리연동형,2015-01-02,중단,불가능,45508,48442,2.18,0,0,45508,48442,2.18,0,0,1.98,1.61,1.39,-2.39,0.76,0.96,1.23,4.27
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2014-01-14,중단,불가능,45199,48299,2.57,0,0,45199,48299,2.57,0,0,2.18,1.74,1.45,0.51,0.77,1.13,1.15,2.11
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2015-04-01,중단,불가능,46859,47971,1.77,0,0,46859,47971,1.77,0,0,1.57,1.14,0.75,0,1.07,1.49,1.6,0
연금저축생명보험,연금저축뉴드림테크연금보험Ⅲ,흥국생명보험,금리연동형,2009-12-31,중단,불가능,36529,47289,3.28,0,0,36529,47289,3.28,0,0,3.06,2.74,2.71,2.43,0.08,0.12,0.23,0.54
연금저축생명보험,연금저축 대한하이드림연금보험,한화생명보험,금리연동형,2003-12-31,중단,불가능,26168,47263,5.12,0,0,26168,47263,5.12,0,0,5.6,5.64,6.16,6.98,0.29,0.29,0.28,0.28
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2018-01-01,중단,불가능,49719,47167,0.6,0,0,49719,47167,0.6,0,0,0.29,-0.63,-8.48,0,1.53,2.08,6.35,0
연금저축생명보험,(연금저축)자유적립연금보험,케이디비생명보험,금리연동형,2009-02-01,중단,불가능,33722,46153,3.76,0,0,33722,46153,3.76,0,0,3.61,3.48,3.33,3.02,0.24,0.24,0.28,0.44
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2013-04-01,중단,불가능,42323,46114,2.76,0,0,42323,46114,2.76,0,0,2.48,2.07,1.73,1.07,0.44,0.91,0.94,1.58
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2013-06-29,중단,불가능,43049,45820,3.06,0,0,43049,45820,3.06,0,0,3.62,2.9,2.32,0.6,0.47,0.62,0.79,1.28
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2006-04-01,중단,불가능,30080,45004,4.52,0,0,30080,45004,4.52,0,0,4.08,3.84,4.15,8.12,0.44,0.46,0.48,0.52
연금저축생명보험,(무)행복knowhow연금저축보험 B2.1,하나생명보험,금리연동형,2017-01-01,중단,불가능,42489,44686,2.04,0,0,42489,44686,2.04,0,0,1.75,1.44,0.71,0,0.82,1.13,1.83,0
연금저축생명보험,연금저축삼성에이스골드연금보험(B1.5),삼성생명보험,금리연동형,2013-03-08,중단,불가능,38347,44577,3.14,0,0,38347,44577,3.14,0,0,2.77,2.47,2.24,1.71,0.39,0.53,0.68,1.16
연금저축생명보험,연금저축 행복&amp;하이드림Free연금보험Ⅱ,한화생명보험,금리연동형,2012-07-01,중단,불가능,41406,44023,3.05,0,0,41406,44023,3.05,0,0,4.05,3.44,2.69,1.33,0.3,0.4,0.64,1.13
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2018-01-01,중단,불가능,44455,43987,1.25,0,0,44455,43987,1.25,0,0,1.69,0.44,-7.89,0,1.1,1.51,4.68,0
연금저축생명보험,연금저축 대한하이드림연금보험,한화생명보험,금리연동형,2003-03-10,중단,불가능,21423,43946,5.8,0,0,21423,43946,5.8,0,0,6.87,7.09,7.51,8.31,0.33,0.31,0.3,0.29
연금저축생명보험,연금저축 무배당 IBK연금보험_1504,아이비케이연금보험 ,금리연동형,2015-04-01,중단,불가능,39953,43457,2.67,0,0,39953,43457,2.67,0,0,2.29,1.98,1.7,0,0.58,0.75,1.01,0
연금저축생명보험,연금저축골드연금보험B2.5,삼성생명보험,금리연동형,2018-07-02,중단,불가능,42088,42782,1.7,0,0,42088,42782,1.7,0,0,1.4,0.56,0,0,1.3,1.93,0,0
연금저축생명보험,무배당 연금저축 IBK e-연금보험_1801,아이비케이연금보험 ,금리연동형,2018-01-01,중단,불가능,40895,42450,2.01,0,0,40895,42450,2.01,0,0,1.63,1.08,0,0,0.99,1.45,0,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2021-08-01,중단,불가능,45914,42435,-1.87,0,0,45914,42435,-1.87,0,0,-7.08,0,0,0,7.27,0,0,0
연금저축생명보험,연금저축 대한하이드림연금보험,한화생명보험,금리연동형,2006-10-16,중단,불가능,28621,42193,4.36,0,0,28621,42193,4.36,0,0,4.74,4.83,5.25,5.34,0.21,0.23,0.24,0.34
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2013-04-01,중단,불가능,39063,41825,3.09,0,0,39063,41825,3.09,0,0,3.22,2.68,2.24,0.95,0.41,0.57,0.74,1.18
연금저축생명보험,연금저축골드연금보험(공시이율형),삼성생명보험,금리연동형,2003-02-07,중단,불가능,23677,41095,4.58,0,0,23677,41095,4.58,0,0,4.58,4.09,3.92,3.75,0.19,0.19,0.2,0.22
연금저축생명보험,연금저축수호천사더블파워연금,동양생명보험,금리연동형,2009-11-27,중단,불가능,39572,41002,2.41,0,0,39572,41002,2.41,0,0,2.35,2.12,1.96,1.62,0.23,0.44,0.71,1.13
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2016-04-01,중단,불가능,40555,40797,1.53,0,0,40555,40797,1.53,0,0,1.26,0.8,0.18,0,1.22,1.84,2.07,0
연금저축생명보험,연금저축삼성에이스골드연금보험B1.8,삼성생명보험,금리연동형,2015-01-02,중단,불가능,37717,40612,2.36,0,0,37717,40612,2.36,0,0,2.36,1.92,1.56,-2.25,0.64,0.86,1.15,3.22
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2016-04-01,중단,불가능,41360,39931,1.2,0,0,41360,39931,1.2,0,0,1.09,0.65,-0.44,0,1,1.29,1.82,0
연금저축생명보험,VIP참연금저축보험Ⅲ,신한라이프생명보험,금리연동형,2016-04-01,중단,불가능,57907,39440,1.44,0,0,57907,39440,1.44,0,0,1.24,1.01,0.65,0,0.6,0.87,1.33,0
연금저축생명보험,인터넷연금저축보험2.0無,삼성생명보험,금리연동형,2019-04-01,중단,불가능,38690,39360,1.65,0,0,38690,39360,1.65,0,0,1.22,-0.38,0,0,1.27,2.6,0,0
연금저축생명보험,인터넷연금저축보험1.8無,삼성생명보험,금리연동형,2018-01-01,중단,불가능,37795,39341,1.97,0,0,37795,39341,1.97,0,0,1.7,1.19,-2,0,0.88,1.23,3.96,0
연금저축생명보험,연금저축하이드림연금보험,한화생명보험,금리연동형,2014-01-15,중단,불가능,36810,38958,2.95,0,0,36810,38958,2.95,0,0,2.62,2.02,1.65,0.12,0.56,0.72,0.92,1.64
연금저축생명보험,연금저축교보First연금보험,교보생명보험,금리연동형,2019-01-01,중단,불가능,38944,38897,1.24,0,0,38944,38897,1.24,0,0,0.9,-0.12,0,0,1.41,6.42,0,0
연금저축생명보험,연금저축수호천사더블파워연금(10년납이상),동양생명보험,금리연동형,2017-01-01,중단,불가능,38275,37489,1.47,0,0,38275,37489,1.47,0,0,1.01,0.28,-1.18,0,1.23,1.73,3.15,0
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2019-04-01,중단,불가능,38226,37324,0.73,0,0,38226,37324,0.73,0,0,0.17,-2.12,0,0,2.12,11.97,0,0
연금저축생명보험,무배당 연금저축 IBK연금보험_1601,아이비케이연금보험 ,금리연동형,2016-01-01,중단,불가능,34195,36774,2.63,0,0,34195,36774,2.63,0,0,2.19,1.86,1.48,0,0.64,0.85,1.19,0
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2018-04-01,중단,불가능,36904,36471,0.83,0,0,36904,36471,0.83,0,0,0.45,-0.22,0,0,1.33,1.97,0,0
연금저축생명보험,연금저축골드연금보험B2.6,삼성생명보험,금리연동형,2019-01-01,중단,불가능,36268,36418,1.55,0,0,36268,36418,1.55,0,0,1.14,-0.03,0,0,1.48,2.39,0,0
연금저축생명보험,세테크NH연금저축보험(무배당)_2101,농협생명보험,금리연동형,2023-01-01,중단,불가능,37426,36114,-2.34,0,0,37426,36114,-2.34,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축골드연금보험B2.2,삼성생명보험,금리연동형,2016-04-01,중단,불가능,33245,35228,2.19,0,0,33245,35228,2.19,0,0,2.07,1.62,1.08,0,0.79,1.05,1.52,0
연금저축생명보험,연금저축골드연금보험(확정이율형),삼성생명보험,금리확정형,2001-02-01,중단,불가능,12554,34888,13.76,0,0,12554,34888,13.76,0,0,12.68,11.81,11.08,10.27,0.21,0.21,0.22,0.23
연금저축생명보험,연금저축 골드연금보험1.3,삼성생명보험,금리연동형,2013-03-08,중단,불가능,30690,34862,3.08,0,0,30690,34862,3.08,0,0,2.69,2.36,2.1,1.55,0.42,0.59,0.78,1.28
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2020-07-01,중단,불가능,34610,34651,0.98,131.3,3,34610,34651,0.98,131.3,3,-0.07,0,0,0,2.6,0,0,0
연금저축생명보험,연금저축흥국드림테크연금보험Ⅳ,흥국생명보험,금리연동형,2007-12-17,중단,불가능,24568,34524,3.51,0,0,24568,34524,3.51,0,0,3.13,2.78,2.69,2.61,0.07,0.08,0.09,0.3
연금저축생명보험,한화생명 연금저축미래로기업복지연금보험,한화생명보험,금리연동형,2017-04-08,중단,불가능,34287,34144,1.19,0,0,34287,34144,1.19,0,0,0.76,0.34,-0.71,0,1.24,1.53,2.53,0
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2016-01-01,중단,불가능,32888,33870,1.7,0,0,32888,33870,1.7,0,0,2.37,2.09,0.99,0,0.66,0.86,1.21,0
연금저축생명보험,(연금저축)자유적립연금보험Ⅳ,케이디비생명보험,금리연동형,2011-04-01,중단,불가능,29479,33793,3.3,0,0,29479,33793,3.3,0,0,3.22,2.77,2.43,1.8,0.24,0.32,0.47,0.93
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2020-01-01,중단,불가능,35943,33685,-0.25,0,0,35943,33685,-0.25,0,0,-1.21,-10.69,0,0,2.55,8.4,0,0
연금저축생명보험,한화생명 연금저축하이드림연금보험,한화생명보험,금리연동형,2015-04-01,중단,불가능,33148,33352,1.41,0,0,33148,33352,1.41,0,0,1.53,1.25,0.59,0,0.77,0.95,1.23,0
연금저축생명보험,VIP참연금저축보험Ⅲ,신한라이프생명보험,금리연동형,2015-04-01,중단,불가능,46601,32950,1.44,0,0,46601,32950,1.44,0,0,1.41,1.2,1.02,0,0.49,0.7,1,0
연금저축생명보험,연금저축골드연금보험1.7(일반용),삼성생명보험,금리연동형,2015-04-01,중단,불가능,31605,32918,2.02,0,0,31605,32918,2.02,0,0,1.97,1.51,1.09,0,0.94,1.18,1.54,0
연금저축생명보험,연금저축 무배당 IBK연금보험_1501,아이비케이연금보험 ,금리연동형,2015-01-01,중단,불가능,30082,32867,2.68,0,0,30082,32867,2.68,0,0,2.36,2.06,1.79,0,0.55,0.71,0.95,0
연금저축생명보험,연금저축 하이드림연금보험,한화생명보험,금리연동형,2002-01-01,중단,불가능,12518,32473,8.19,0,0,12518,32473,8.19,0,0,8.95,9.58,10.14,10.83,0.49,0.45,0.42,0.38
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2019-01-01,중단,불가능,32357,31865,2.23,0,0,32357,31865,2.23,0,0,0.93,-0.62,0,0,1.4,2.23,0,0
연금저축생명보험,연금저축 IBK연금보험IV,아이비케이연금보험 ,금리연동형,2013-04-01,중단,불가능,27284,31539,2.68,0,0,27284,31539,2.68,0,0,2.46,2.32,2.11,1.58,0.41,0.55,0.72,1.18
연금저축생명보험,연금저축교보연금보험,교보생명보험,금리연동형,2016-01-01,중단,불가능,31049,31494,1.72,0,0,31049,31494,1.72,0,0,1.46,0.97,0.43,0,1.18,1.73,1.9,0
연금저축생명보험,인터넷연금저축보험(2201)無,삼성생명보험,금리연동형,2022-01-01,중단,불가능,31838,31350,0.37,0,0,31838,31350,0.37,0,0,-6.75,0,0,0,8.04,0,0,0
연금저축생명보험,무배당 IBK 세액공제연금저축보험_2101,아이비케이연금보험 ,금리연동형,2021-01-01,중단,불가능,31819,31338,0.38,126.36,2.73,31819,31338,0.38,126.36,2.73,-1.45,0,0,0,4.26,0,0,0
연금저축생명보험,연금저축 하이드림연금보험,한화생명보험,금리연동형,2001-01-31,중단,불가능,7898,31280,15.7,0,0,7898,31280,15.7,0,0,16.82,16.19,15.28,15.12,0.38,0.36,0.33,0.31
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2019-03-30,중단,불가능,31899,31201,2.11,0,0,31899,31201,2.11,0,0,0.7,-1.53,0,0,1.54,2.73,0,0
